timestamp,device_id,channel,value,unit,quality,sequence_number
1700000000.035000,sim-pump-01,vibration_x,-1.202220,g,GOOD,35
1700000000.036000,sim-pump-01,vibration_x,-1.071308,g,GOOD,36
1700000000.037000,sim-pump-01,vibration_x,-0.821578,g,GOOD,37
1700000000.038000,sim-pump-01,vibration_x,-0.675637,g,GOOD,38
1700000000.039000,sim-pump-01,vibration_x,-0.368077,g,GOOD,39
1700000000.040000,sim-pump-01,vibration_x,-0.047799,g,GOOD,40
1700000000.041000,sim-pump-01,vibration_x,0.367969,g,GOOD,41
1700000000.042000,sim-pump-01,vibration_x,0.718569,g,GOOD,42
1700000000.043000,sim-pump-01,vibration_x,0.901159,g,GOOD,43
1700000000.044000,sim-pump-01,vibration_x,1.125452,g,GOOD,44
1700000000.045000,sim-pump-01,vibration_x,1.104008,g,GOOD,45
1700000000.046000,sim-pump-01,vibration_x,1.216960,g,GOOD,46
1700000000.047000,sim-pump-01,vibration_x,1.127413,g,GOOD,47
1700000000.048000,sim-pump-01,vibration_x,1.163067,g,GOOD,48
1700000000.049000,sim-pump-01,vibration_x,1.050369,g,GOOD,49
1700000000.050000,sim-pump-01,vibration_x,0.859879,g,GOOD,50
1700000000.051000,sim-pump-01,vibration_x,0.787538,g,GOOD,51
1700000000.052000,sim-pump-01,vibration_x,0.608764,g,GOOD,52
1700000000.053000,sim-pump-01,vibration_x,0.506451,g,GOOD,53
1700000000.054000,sim-pump-01,vibration_x,0.522885,g,GOOD,54
1700000000.055000,sim-pump-01,vibration_x,0.455234,g,GOOD,55
1700000000.056000,sim-pump-01,vibration_x,0.353927,g,GOOD,56
1700000000.057000,sim-pump-01,vibration_x,0.268006,g,GOOD,57
1700000000.058000,sim-pump-01,vibration_x,0.250552,g,GOOD,58
1700000000.059000,sim-pump-01,vibration_x,0.087555,g,GOOD,59
1700000000.060000,sim-pump-01,vibration_x,-0.031448,g,GOOD,60
1700000000.061000,sim-pump-01,vibration_x,-0.079590,g,GOOD,61
1700000000.062000,sim-pump-01,vibration_x,-0.112218,g,GOOD,62
1700000000.063000,sim-pump-01,vibration_x,-0.287326,g,GOOD,63
1700000000.064000,sim-pump-01,vibration_x,-0.405490,g,GOOD,64
1700000000.065000,sim-pump-01,vibration_x,-0.377981,g,GOOD,65
1700000000.066000,sim-pump-01,vibration_x,-0.452741,g,GOOD,66
1700000000.067000,sim-pump-01,vibration_x,-0.567839,g,GOOD,67
1700000000.068000,sim-pump-01,vibration_x,-0.702825,g,GOOD,68
1700000000.069000,sim-pump-01,vibration_x,-0.736383,g,GOOD,69
1700000000.070000,sim-pump-01,vibration_x,-0.965593,g,GOOD,70
1700000000.071000,sim-pump-01,vibration_x,-0.979774,g,GOOD,71
1700000000.072000,sim-pump-01,vibration_x,-0.998809,g,GOOD,72
1700000000.073000,sim-pump-01,vibration_x,-1.163743,g,GOOD,73
1700000000.074000,sim-pump-01,vibration_x,-1.249081,g,GOOD,74
1700000000.075000,sim-pump-01,vibration_x,-1.202079,g,GOOD,75
1700000000.076000,sim-pump-01,vibration_x,-1.140592,g,GOOD,76
1700000000.077000,sim-pump-01,vibration_x,-0.966654,g,GOOD,77
1700000000.078000,sim-pump-01,vibration_x,-0.728554,g,GOOD,78
1700000000.079000,sim-pump-01,vibration_x,-0.392155,g,GOOD,79
1700000000.080000,sim-pump-01,vibration_x,0.064754,g,GOOD,80
1700000000.081000,sim-pump-01,vibration_x,0.416469,g,GOOD,81
1700000000.082000,sim-pump-01,vibration_x,0.602271,g,GOOD,82
1700000000.083000,sim-pump-01,vibration_x,0.923379,g,GOOD,83
1700000000.084000,sim-pump-01,vibration_x,1.129904,g,GOOD,84
1700000000.085000,sim-pump-01,vibration_x,1.205035,g,GOOD,85
1700000000.086000,sim-pump-01,vibration_x,1.194713,g,GOOD,86
1700000000.087000,sim-pump-01,vibration_x,1.139168,g,GOOD,87
1700000000.088000,sim-pump-01,vibration_x,1.064838,g,GOOD,88
1700000000.089000,sim-pump-01,vibration_x,1.048236,g,GOOD,89
1700000000.090000,sim-pump-01,vibration_x,0.956717,g,GOOD,90
1700000000.091000,sim-pump-01,vibration_x,0.695570,g,GOOD,91
1700000000.092000,sim-pump-01,vibration_x,0.644081,g,GOOD,92
1700000000.093000,sim-pump-01,vibration_x,0.509505,g,GOOD,93
1700000000.094000,sim-pump-01,vibration_x,0.561958,g,GOOD,94
1700000000.095000,sim-pump-01,vibration_x,0.503213,g,GOOD,95
1700000000.096000,sim-pump-01,vibration_x,0.339949,g,GOOD,96
1700000000.097000,sim-pump-01,vibration_x,0.350171,g,GOOD,97
1700000000.098000,sim-pump-01,vibration_x,0.112962,g,GOOD,98
1700000000.099000,sim-pump-01,vibration_x,0.184124,g,GOOD,99
1700000000.100000,sim-pump-01,vibration_x,-0.061036,g,GOOD,100
1700000000.101000,sim-pump-01,vibration_x,-0.074254,g,GOOD,101
1700000000.102000,sim-pump-01,vibration_x,-0.147686,g,GOOD,102
1700000000.103000,sim-pump-01,vibration_x,-0.301506,g,GOOD,103
1700000000.104000,sim-pump-01,vibration_x,-0.320651,g,GOOD,104
1700000000.105000,sim-pump-01,vibration_x,-0.357334,g,GOOD,105
1700000000.106000,sim-pump-01,vibration_x,-0.509562,g,GOOD,106
1700000000.107000,sim-pump-01,vibration_x,-0.544490,g,GOOD,107
1700000000.108000,sim-pump-01,vibration_x,-0.695079,g,GOOD,108
1700000000.109000,sim-pump-01,vibration_x,-0.678030,g,GOOD,109
1700000000.110000,sim-pump-01,vibration_x,-0.847480,g,GOOD,110
1700000000.111000,sim-pump-01,vibration_x,-1.053806,g,GOOD,111
1700000000.112000,sim-pump-01,vibration_x,-1.102711,g,GOOD,112
1700000000.113000,sim-pump-01,vibration_x,-1.157253,g,GOOD,113
1700000000.114000,sim-pump-01,vibration_x,-1.222172,g,GOOD,114
1700000000.115000,sim-pump-01,vibration_x,-1.146913,g,GOOD,115
1700000000.116000,sim-pump-01,vibration_x,-1.154127,g,GOOD,116
1700000000.117000,sim-pump-01,vibration_x,-0.940394,g,GOOD,117
1700000000.118000,sim-pump-01,vibration_x,-0.643715,g,GOOD,118
1700000000.119000,sim-pump-01,vibration_x,-0.371253,g,GOOD,119
1700000000.120000,sim-pump-01,vibration_x,-0.021032,g,GOOD,120
1700000000.121000,sim-pump-01,vibration_x,0.332594,g,GOOD,121
1700000000.122000,sim-pump-01,vibration_x,0.623974,g,GOOD,122
1700000000.123000,sim-pump-01,vibration_x,0.943761,g,GOOD,123
1700000000.124000,sim-pump-01,vibration_x,1.179870,g,GOOD,124
1700000000.125000,sim-pump-01,vibration_x,1.271417,g,GOOD,125
1700000000.126000,sim-pump-01,vibration_x,1.227520,g,GOOD,126
1700000000.127000,sim-pump-01,vibration_x,1.155059,g,GOOD,127
1700000000.128000,sim-pump-01,vibration_x,1.085129,g,GOOD,128
1700000000.129000,sim-pump-01,vibration_x,0.981043,g,GOOD,129
1700000000.130000,sim-pump-01,vibration_x,0.941851,g,GOOD,130
1700000000.131000,sim-pump-01,vibration_x,0.826874,g,GOOD,131
1700000000.132000,sim-pump-01,vibration_x,0.554274,g,GOOD,132
1700000000.133000,sim-pump-01,vibration_x,0.626187,g,GOOD,133
1700000000.134000,sim-pump-01,vibration_x,0.499078,g,GOOD,134
1700000000.135000,sim-pump-01,vibration_x,0.415950,g,GOOD,135
1700000000.136000,sim-pump-01,vibration_x,0.327025,g,GOOD,136
1700000000.137000,sim-pump-01,vibration_x,0.328880,g,GOOD,137
1700000000.138000,sim-pump-01,vibration_x,0.192346,g,GOOD,138
1700000000.139000,sim-pump-01,vibration_x,0.090013,g,GOOD,139
1700000000.140000,sim-pump-01,vibration_x,0.032187,g,GOOD,140
1700000000.141000,sim-pump-01,vibration_x,-0.128505,g,GOOD,141
1700000000.142000,sim-pump-01,vibration_x,-0.165826,g,GOOD,142
1700000000.143000,sim-pump-01,vibration_x,-0.228404,g,GOOD,143
1700000000.144000,sim-pump-01,vibration_x,-0.385983,g,GOOD,144
1700000000.145000,sim-pump-01,vibration_x,-0.452756,g,GOOD,145
1700000000.146000,sim-pump-01,vibration_x,-0.452730,g,GOOD,146
1700000000.147000,sim-pump-01,vibration_x,-0.542619,g,GOOD,147
1700000000.148000,sim-pump-01,vibration_x,-0.554117,g,GOOD,148
1700000000.149000,sim-pump-01,vibration_x,-0.675102,g,GOOD,149
1700000000.150000,sim-pump-01,vibration_x,-0.779401,g,GOOD,150
1700000000.151000,sim-pump-01,vibration_x,-0.967363,g,GOOD,151
1700000000.152000,sim-pump-01,vibration_x,-1.138927,g,GOOD,152
1700000000.153000,sim-pump-01,vibration_x,-1.127438,g,GOOD,153
1700000000.154000,sim-pump-01,vibration_x,-1.269221,g,GOOD,154
1700000000.155000,sim-pump-01,vibration_x,-1.209500,g,GOOD,155
1700000000.156000,sim-pump-01,vibration_x,-1.109644,g,GOOD,156
1700000000.157000,sim-pump-01,vibration_x,-0.951276,g,GOOD,157
1700000000.158000,sim-pump-01,vibration_x,-0.658007,g,GOOD,158
1700000000.159000,sim-pump-01,vibration_x,-0.400211,g,GOOD,159
1700000000.160000,sim-pump-01,vibration_x,-0.000768,g,GOOD,160
1700000000.161000,sim-pump-01,vibration_x,0.397842,g,GOOD,161
1700000000.162000,sim-pump-01,vibration_x,0.738365,g,GOOD,162
1700000000.163000,sim-pump-01,vibration_x,0.901760,g,GOOD,163
1700000000.164000,sim-pump-01,vibration_x,1.184822,g,GOOD,164
1700000000.165000,sim-pump-01,vibration_x,1.304136,g,GOOD,165
1700000000.166000,sim-pump-01,vibration_x,1.137531,g,GOOD,166
1700000000.167000,sim-pump-01,vibration_x,1.208810,g,GOOD,167
1700000000.168000,sim-pump-01,vibration_x,1.006120,g,GOOD,168
1700000000.169000,sim-pump-01,vibration_x,1.053690,g,GOOD,169
1700000000.170000,sim-pump-01,vibration_x,0.898788,g,GOOD,170
1700000000.171000,sim-pump-01,vibration_x,0.750412,g,GOOD,171
1700000000.172000,sim-pump-01,vibration_x,0.598789,g,GOOD,172
1700000000.173000,sim-pump-01,vibration_x,0.559196,g,GOOD,173
1700000000.174000,sim-pump-01,vibration_x,0.501417,g,GOOD,174
1700000000.175000,sim-pump-01,vibration_x,0.425845,g,GOOD,175
1700000000.176000,sim-pump-01,vibration_x,0.422436,g,GOOD,176
1700000000.177000,sim-pump-01,vibration_x,0.301955,g,GOOD,177
1700000000.178000,sim-pump-01,vibration_x,0.169313,g,GOOD,178
1700000000.179000,sim-pump-01,vibration_x,0.124285,g,GOOD,179
1700000000.180000,sim-pump-01,vibration_x,-0.024827,g,GOOD,180
1700000000.181000,sim-pump-01,vibration_x,-0.125113,g,GOOD,181
1700000000.182000,sim-pump-01,vibration_x,-0.152081,g,GOOD,182
1700000000.183000,sim-pump-01,vibration_x,-0.286308,g,GOOD,183
1700000000.184000,sim-pump-01,vibration_x,-0.275393,g,GOOD,184
1700000000.185000,sim-pump-01,vibration_x,-0.483899,g,GOOD,185
1700000000.186000,sim-pump-01,vibration_x,-0.524780,g,GOOD,186
1700000000.187000,sim-pump-01,vibration_x,-0.575140,g,GOOD,187
1700000000.188000,sim-pump-01,vibration_x,-0.573122,g,GOOD,188
1700000000.189000,sim-pump-01,vibration_x,-0.793720,g,GOOD,189
1700000000.190000,sim-pump-01,vibration_x,-0.755877,g,GOOD,190
1700000000.191000,sim-pump-01,vibration_x,-0.908563,g,GOOD,191
1700000000.192000,sim-pump-01,vibration_x,-1.099724,g,GOOD,192
1700000000.193000,sim-pump-01,vibration_x,-1.213565,g,GOOD,193
1700000000.194000,sim-pump-01,vibration_x,-1.323348,g,GOOD,194
1700000000.195000,sim-pump-01,vibration_x,-1.276166,g,GOOD,195
1700000000.196000,sim-pump-01,vibration_x,-1.077636,g,GOOD,196
1700000000.197000,sim-pump-01,vibration_x,-0.983357,g,GOOD,197
1700000000.198000,sim-pump-01,vibration_x,-0.646554,g,GOOD,198
1700000000.199000,sim-pump-01,vibration_x,-0.438442,g,GOOD,199
1700000000.200000,sim-pump-01,vibration_x,-0.038819,g,GOOD,200
1700000000.201000,sim-pump-01,vibration_x,0.321913,g,GOOD,201
1700000000.202000,sim-pump-01,vibration_x,0.673421,g,GOOD,202
1700000000.203000,sim-pump-01,vibration_x,0.889391,g,GOOD,203
1700000000.204000,sim-pump-01,vibration_x,1.206101,g,GOOD,204
1700000000.205000,sim-pump-01,vibration_x,1.196663,g,GOOD,205
1700000000.206000,sim-pump-01,vibration_x,1.236342,g,GOOD,206
1700000000.207000,sim-pump-01,vibration_x,1.145268,g,GOOD,207
1700000000.208000,sim-pump-01,vibration_x,1.166206,g,GOOD,208
1700000000.209000,sim-pump-01,vibration_x,0.958242,g,GOOD,209
1700000000.210000,sim-pump-01,vibration_x,0.873201,g,GOOD,210
1700000000.211000,sim-pump-01,vibration_x,0.748798,g,GOOD,211
1700000000.212000,sim-pump-01,vibration_x,0.606259,g,GOOD,212
1700000000.213000,sim-pump-01,vibration_x,0.461712,g,GOOD,213
1700000000.214000,sim-pump-01,vibration_x,0.579588,g,GOOD,214
1700000000.215000,sim-pump-01,vibration_x,0.408645,g,GOOD,215
1700000000.216000,sim-pump-01,vibration_x,0.362709,g,GOOD,216
1700000000.217000,sim-pump-01,vibration_x,0.252747,g,GOOD,217
1700000000.218000,sim-pump-01,vibration_x,0.202769,g,GOOD,218
1700000000.219000,sim-pump-01,vibration_x,0.110673,g,GOOD,219
1700000000.220000,sim-pump-01,vibration_x,-0.011941,g,GOOD,220
1700000000.221000,sim-pump-01,vibration_x,-0.142449,g,GOOD,221
1700000000.222000,sim-pump-01,vibration_x,-0.190028,g,GOOD,222
1700000000.223000,sim-pump-01,vibration_x,-0.216971,g,GOOD,223
1700000000.224000,sim-pump-01,vibration_x,-0.374916,g,GOOD,224
1700000000.225000,sim-pump-01,vibration_x,-0.341422,g,GOOD,225
1700000000.226000,sim-pump-01,vibration_x,-0.391860,g,GOOD,226
1700000000.227000,sim-pump-01,vibration_x,-0.528573,g,GOOD,227
1700000000.228000,sim-pump-01,vibration_x,-0.662081,g,GOOD,228
1700000000.229000,sim-pump-01,vibration_x,-0.690797,g,GOOD,229
1700000000.230000,sim-pump-01,vibration_x,-0.872964,g,GOOD,230
1700000000.231000,sim-pump-01,vibration_x,-1.013592,g,GOOD,231
1700000000.232000,sim-pump-01,vibration_x,-1.062497,g,GOOD,232
1700000000.233000,sim-pump-01,vibration_x,-1.197646,g,GOOD,233
1700000000.234000,sim-pump-01,vibration_x,-1.171203,g,GOOD,234
1700000000.235000,sim-pump-01,vibration_x,-1.233695,g,GOOD,235
1700000000.236000,sim-pump-01,vibration_x,-1.092850,g,GOOD,236
1700000000.237000,sim-pump-01,vibration_x,-0.964567,g,GOOD,237
1700000000.238000,sim-pump-01,vibration_x,-0.697843,g,GOOD,238
1700000000.239000,sim-pump-01,vibration_x,-0.420959,g,GOOD,239
1700000000.240000,sim-pump-01,vibration_x,0.043491,g,GOOD,240
1700000000.241000,sim-pump-01,vibration_x,0.252734,g,GOOD,241
1700000000.242000,sim-pump-01,vibration_x,0.625116,g,GOOD,242
1700000000.243000,sim-pump-01,vibration_x,0.884032,g,GOOD,243
1700000000.244000,sim-pump-01,vibration_x,1.165988,g,GOOD,244
1700000000.245000,sim-pump-01,vibration_x,1.230317,g,GOOD,245
1700000000.246000,sim-pump-01,vibration_x,1.245899,g,GOOD,246
1700000000.247000,sim-pump-01,vibration_x,1.206781,g,GOOD,247
1700000000.248000,sim-pump-01,vibration_x,1.110814,g,GOOD,248
1700000000.249000,sim-pump-01,vibration_x,0.978601,g,GOOD,249
1700000000.250000,sim-pump-01,vibration_x,0.817807,g,GOOD,250
1700000000.251000,sim-pump-01,vibration_x,0.626706,g,GOOD,251
1700000000.252000,sim-pump-01,vibration_x,0.635204,g,GOOD,252
1700000000.253000,sim-pump-01,vibration_x,0.553541,g,GOOD,253
1700000000.254000,sim-pump-01,vibration_x,0.438426,g,GOOD,254
1700000000.255000,sim-pump-01,vibration_x,0.405072,g,GOOD,255
1700000000.256000,sim-pump-01,vibration_x,0.361418,g,GOOD,256
1700000000.257000,sim-pump-01,vibration_x,0.360376,g,GOOD,257
1700000000.258000,sim-pump-01,vibration_x,0.228828,g,GOOD,258
1700000000.259000,sim-pump-01,vibration_x,0.120440,g,GOOD,259
1700000000.260000,sim-pump-01,vibration_x,-0.037266,g,GOOD,260
1700000000.261000,sim-pump-01,vibration_x,-0.107658,g,GOOD,261
1700000000.262000,sim-pump-01,vibration_x,-0.107737,g,GOOD,262
1700000000.263000,sim-pump-01,vibration_x,-0.348385,g,GOOD,263
1700000000.264000,sim-pump-01,vibration_x,-0.403549,g,GOOD,264
1700000000.265000,sim-pump-01,vibration_x,-0.365258,g,GOOD,265
1700000000.266000,sim-pump-01,vibration_x,-0.478631,g,GOOD,266
1700000000.267000,sim-pump-01,vibration_x,-0.525020,g,GOOD,267
1700000000.268000,sim-pump-01,vibration_x,-0.586537,g,GOOD,268
1700000000.269000,sim-pump-01,vibration_x,-0.715886,g,GOOD,269
1700000000.270000,sim-pump-01,vibration_x,-0.848159,g,GOOD,270
1700000000.271000,sim-pump-01,vibration_x,-1.044416,g,GOOD,271
1700000000.272000,sim-pump-01,vibration_x,-1.013089,g,GOOD,272
1700000000.273000,sim-pump-01,vibration_x,-1.221121,g,GOOD,273
1700000000.274000,sim-pump-01,vibration_x,-1.230429,g,GOOD,274
1700000000.275000,sim-pump-01,vibration_x,-1.226360,g,GOOD,275
1700000000.276000,sim-pump-01,vibration_x,-1.028908,g,GOOD,276
1700000000.277000,sim-pump-01,vibration_x,-0.991809,g,GOOD,277
1700000000.278000,sim-pump-01,vibration_x,-0.591010,g,GOOD,278
1700000000.279000,sim-pump-01,vibration_x,-0.312509,g,GOOD,279
1700000000.280000,sim-pump-01,vibration_x,0.017258,g,GOOD,280
1700000000.281000,sim-pump-01,vibration_x,0.338325,g,GOOD,281
1700000000.282000,sim-pump-01,vibration_x,0.697463,g,GOOD,282
1700000000.283000,sim-pump-01,vibration_x,0.991043,g,GOOD,283
1700000000.284000,sim-pump-01,vibration_x,1.106414,g,GOOD,284
1700000000.285000,sim-pump-01,vibration_x,1.208167,g,GOOD,285
1700000000.286000,sim-pump-01,vibration_x,1.166501,g,GOOD,286
1700000000.287000,sim-pump-01,vibration_x,1.267926,g,GOOD,287
1700000000.288000,sim-pump-01,vibration_x,1.136967,g,GOOD,288
1700000000.289000,sim-pump-01,vibration_x,1.009010,g,GOOD,289
1700000000.290000,sim-pump-01,vibration_x,0.835141,g,GOOD,290
1700000000.291000,sim-pump-01,vibration_x,0.625308,g,GOOD,291
1700000000.292000,sim-pump-01,vibration_x,0.616740,g,GOOD,292
1700000000.293000,sim-pump-01,vibration_x,0.539239,g,GOOD,293
1700000000.294000,sim-pump-01,vibration_x,0.459993,g,GOOD,294
1700000000.295000,sim-pump-01,vibration_x,0.389534,g,GOOD,295
1700000000.296000,sim-pump-01,vibration_x,0.371839,g,GOOD,296
1700000000.297000,sim-pump-01,vibration_x,0.359138,g,GOOD,297
1700000000.298000,sim-pump-01,vibration_x,0.126398,g,GOOD,298
1700000000.299000,sim-pump-01,vibration_x,0.029573,g,GOOD,299
1700000000.300000,sim-pump-01,vibration_x,-0.074681,g,GOOD,300
1700000000.301000,sim-pump-01,vibration_x,-0.088338,g,GOOD,301
1700000000.302000,sim-pump-01,vibration_x,-0.183075,g,GOOD,302
1700000000.303000,sim-pump-01,vibration_x,-0.247680,g,GOOD,303
1700000000.304000,sim-pump-01,vibration_x,-0.353237,g,GOOD,304
1700000000.305000,sim-pump-01,vibration_x,-0.421841,g,GOOD,305
1700000000.306000,sim-pump-01,vibration_x,-0.482297,g,GOOD,306
1700000000.307000,sim-pump-01,vibration_x,-0.438869,g,GOOD,307
1700000000.308000,sim-pump-01,vibration_x,-0.575646,g,GOOD,308
1700000000.309000,sim-pump-01,vibration_x,-0.712766,g,GOOD,309
1700000000.310000,sim-pump-01,vibration_x,-0.860950,g,GOOD,310
1700000000.311000,sim-pump-01,vibration_x,-0.898696,g,GOOD,311
1700000000.312000,sim-pump-01,vibration_x,-1.149531,g,GOOD,312
1700000000.313000,sim-pump-01,vibration_x,-1.166465,g,GOOD,313
1700000000.314000,sim-pump-01,vibration_x,-1.237466,g,GOOD,314
1700000000.315000,sim-pump-01,vibration_x,-1.197044,g,GOOD,315
1700000000.316000,sim-pump-01,vibration_x,-1.156685,g,GOOD,316
1700000000.317000,sim-pump-01,vibration_x,-1.016131,g,GOOD,317
1700000000.318000,sim-pump-01,vibration_x,-0.635787,g,GOOD,318
1700000000.319000,sim-pump-01,vibration_x,-0.430680,g,GOOD,319
1700000000.320000,sim-pump-01,vibration_x,0.004828,g,GOOD,320
1700000000.321000,sim-pump-01,vibration_x,0.348416,g,GOOD,321
1700000000.322000,sim-pump-01,vibration_x,0.670266,g,GOOD,322
1700000000.323000,sim-pump-01,vibration_x,0.921356,g,GOOD,323
1700000000.324000,sim-pump-01,vibration_x,1.119713,g,GOOD,324
1700000000.325000,sim-pump-01,vibration_x,1.178782,g,GOOD,325
1700000000.326000,sim-pump-01,vibration_x,1.257553,g,GOOD,326
1700000000.327000,sim-pump-01,vibration_x,1.176749,g,GOOD,327
1700000000.328000,sim-pump-01,vibration_x,1.040201,g,GOOD,328
1700000000.329000,sim-pump-01,vibration_x,0.917940,g,GOOD,329
1700000000.330000,sim-pump-01,vibration_x,0.897031,g,GOOD,330
1700000000.331000,sim-pump-01,vibration_x,0.770469,g,GOOD,331
1700000000.332000,sim-pump-01,vibration_x,0.658309,g,GOOD,332
1700000000.333000,sim-pump-01,vibration_x,0.551202,g,GOOD,333
1700000000.334000,sim-pump-01,vibration_x,0.458202,g,GOOD,334
1700000000.335000,sim-pump-01,vibration_x,0.401412,g,GOOD,335
1700000000.336000,sim-pump-01,vibration_x,0.353405,g,GOOD,336
1700000000.337000,sim-pump-01,vibration_x,0.254820,g,GOOD,337
1700000000.338000,sim-pump-01,vibration_x,0.095991,g,GOOD,338
1700000000.339000,sim-pump-01,vibration_x,0.117264,g,GOOD,339
1700000000.340000,sim-pump-01,vibration_x,-0.026502,g,GOOD,340
1700000000.341000,sim-pump-01,vibration_x,-0.091407,g,GOOD,341
1700000000.342000,sim-pump-01,vibration_x,-0.165884,g,GOOD,342
1700000000.343000,sim-pump-01,vibration_x,-0.273445,g,GOOD,343
1700000000.344000,sim-pump-01,vibration_x,-0.377455,g,GOOD,344
1700000000.345000,sim-pump-01,vibration_x,-0.444016,g,GOOD,345
1700000000.346000,sim-pump-01,vibration_x,-0.426679,g,GOOD,346
1700000000.347000,sim-pump-01,vibration_x,-0.554824,g,GOOD,347
1700000000.348000,sim-pump-01,vibration_x,-0.653076,g,GOOD,348
1700000000.349000,sim-pump-01,vibration_x,-0.713417,g,GOOD,349
1700000000.350000,sim-pump-01,vibration_x,-0.884713,g,GOOD,350
1700000000.351000,sim-pump-01,vibration_x,-0.936145,g,GOOD,351
1700000000.352000,sim-pump-01,vibration_x,-1.147443,g,GOOD,352
1700000000.353000,sim-pump-01,vibration_x,-1.175667,g,GOOD,353
1700000000.354000,sim-pump-01,vibration_x,-1.320726,g,GOOD,354
1700000000.355000,sim-pump-01,vibration_x,-1.203066,g,GOOD,355
1700000000.356000,sim-pump-01,vibration_x,-1.107791,g,GOOD,356
1700000000.357000,sim-pump-01,vibration_x,-0.912509,g,GOOD,357
1700000000.358000,sim-pump-01,vibration_x,-0.757506,g,GOOD,358
1700000000.359000,sim-pump-01,vibration_x,-0.307995,g,GOOD,359
1700000000.360000,sim-pump-01,vibration_x,0.004361,g,GOOD,360
1700000000.361000,sim-pump-01,vibration_x,0.397583,g,GOOD,361
1700000000.362000,sim-pump-01,vibration_x,0.764349,g,GOOD,362
1700000000.363000,sim-pump-01,vibration_x,0.858183,g,GOOD,363
1700000000.364000,sim-pump-01,vibration_x,1.115840,g,GOOD,364
1700000000.365000,sim-pump-01,vibration_x,1.167120,g,GOOD,365
1700000000.366000,sim-pump-01,vibration_x,1.210996,g,GOOD,366
1700000000.367000,sim-pump-01,vibration_x,1.167140,g,GOOD,367
1700000000.368000,sim-pump-01,vibration_x,1.106745,g,GOOD,368
1700000000.369000,sim-pump-01,vibration_x,0.874183,g,GOOD,369
1700000000.370000,sim-pump-01,vibration_x,0.850690,g,GOOD,370
1700000000.371000,sim-pump-01,vibration_x,0.662320,g,GOOD,371
1700000000.372000,sim-pump-01,vibration_x,0.563778,g,GOOD,372
1700000000.373000,sim-pump-01,vibration_x,0.552602,g,GOOD,373
1700000000.374000,sim-pump-01,vibration_x,0.525982,g,GOOD,374
1700000000.375000,sim-pump-01,vibration_x,0.311588,g,GOOD,375
1700000000.376000,sim-pump-01,vibration_x,0.235893,g,GOOD,376
1700000000.377000,sim-pump-01,vibration_x,0.273859,g,GOOD,377
1700000000.378000,sim-pump-01,vibration_x,0.255001,g,GOOD,378
1700000000.379000,sim-pump-01,vibration_x,0.090645,g,GOOD,379
1700000000.380000,sim-pump-01,vibration_x,0.063239,g,GOOD,380
1700000000.381000,sim-pump-01,vibration_x,-0.166364,g,GOOD,381
